"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"API-STATE-002 / the audit half of the contract.

    Counted rather than merely checked for presence: a retry that writes two rows
    for one transition corrupts the trail just as badly as writing none, and only
    a count catches it.
    ","71","test_every_transition_appends_exactly_one_audit_event","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"","0","test_entries_are_captured_in_order_and_kept_apart","tests.framework","2026-08-20","passed","2026-08-20","","test_recording","",""
"Characterisation test for a real finding, assessed as LOW severity.

    Python's ``Decimal`` accepts any character in the Unicode ``Nd`` category, so
    non-ASCII numerals are silently normalised: full-width and Arabic-Indic ""123""
    both become ``123.00``.

    Why this is documented rather than ""fixed"":

    * the parsed value is **unambiguous and correct** - those characters really do
      mean one hundred and twenty-three;
    * no business rule is bypassed, because the normalised amount is still checked
      against the policy coverage limit;
    * rejecting them would invent a requirement and would refuse legitimate input
      from users whose keyboards produce those digits.

    What this test guards is the part that *would* matter: if the API accepts the
    input, the stored value must be exactly what the characters mean - never a
    truncation, and never a silently different number. A bug here would be a
    financial defect.
    ","8","test_non_ascii_digits_are_normalised_rather_than_rejected[arabic-indic-digits]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"Teardown must not explode when a run produced nothing at all.","0","test_pruning_an_absent_run_directory_is_harmless","tests.framework","2026-08-20","passed","2026-08-20","","test_artifacts","",""
"Recording must never be a precondition for using a client.","0","test_nothing_is_recorded_outside_a_test","tests.framework","2026-08-20","passed","2026-08-20","","test_recording","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","27","test_illegal_transitions_are_refused[DRAFT-cannot-start_review]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"UI-AUTHZ-002 - the check that matters.

    The admin link is hidden from customers, and the next test asserts that. But
    hiding a link is **presentation, not authorisation**: anyone can type a URL.
    This navigates straight to the route and requires the server to refuse it.
    ","62","test_a_customer_cannot_reach_the_admin_area_by_typing_the_url[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claim_workflow","",""
"","0","test_worker_is_read_from_xdist","tests.framework","2026-08-20","passed","2026-08-20","","test_artifacts","",""
"Allure requires a FULL match, and a stack trace is never one line.

    Asserted for every pattern rather than for the one that was found broken:
    the next category somebody adds will be written by copying one of these, and
    a missing ``(?s)`` fails silently - the report keeps rendering, it simply
    stops classifying anything.
    ","0","test_every_pattern_can_match_across_a_multi_line_value[Wrong HTTP status]","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"The double-payout guard exists as a constraint, not only as application code.

    Application logic can be bypassed by a second code path, a background job, or
    a manual fix applied at 2 a.m. during an incident. A unique constraint cannot.
    Asserting the constraint exists is asserting that the guarantee survives the
    application being wrong.
    ","5","test_a_claim_can_only_be_paid_once_at_the_storage_layer","tests.db","2026-08-20","passed","2026-08-20","","test_integrity","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","45","test_illegal_transitions_are_refused[REJECTED-cannot-submit]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"A structurally valid JWT with a bad signature must not be accepted.

    This is the check that would catch signature verification being disabled - a
    real and catastrophic misconfiguration that a ""malformed string"" test misses
    entirely, because a malformed string fails parsing long before verification.
    ","4","test_a_token_signed_with_the_wrong_key_is_rejected","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"Regression test for a real bug.

    Handler-level filters mutate the shared LogRecord, so whichever handler ran
    first stamped its own default and every later handler left the attribute
    alone. The per-test file showed ""[-]"" and correlation was silently useless.
    The filter now lives on the logger and reads one context variable, so all
    destinations agree.
    ","1","test_the_correlation_id_reaches_every_destination_not_just_the_test_file","tests.framework","2026-08-20","passed","2026-08-20","","test_logging_and_correlation","",""
"API-AUTHZ-004 - the limit is inclusive.","37","test_an_adjuster_may_approve_up_to_and_including_the_limit[one-cent-below-limit]","tests.api","2026-08-20","passed","2026-08-20","","test_authorization","",""
"API-AUTH-006. Every malformed shape must land on 401, never 500.","3","test_malformed_authorization_headers_are_rejected[wrong-scheme]","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"An unbounded page size is a denial-of-service vector, not a convenience.","6","test_page_size_boundaries[size-negative]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"Allure requires a FULL match, and a stack trace is never one line.

    Asserted for every pattern rather than for the one that was found broken:
    the next category somebody adds will be written by copying one of these, and
    a missing ``(?s)`` fails silently - the report keeps rendering, it simply
    stops classifying anything.
    ","0","test_every_pattern_can_match_across_a_multi_line_value[Environment problem (not a product defect)]","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"API-CLM-020. A claim cannot be made for an incident that has not happened.","6","test_invalid_incident_dates_are_rejected[far-future]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"Removing each field in turn, so no field is 'required' only in the docs.","6","test_every_required_field_is_actually_required[description]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"","1","test_non_http_urls_are_rejected[://nope]","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"API-AUTHZ-003 - 403 here, not 404.

    The distinction from the ownership case is deliberate: the endpoint's
    existence is not a secret, the caller simply lacks the role. Returning 404
    would tell an administrator debugging a permissions problem that the route
    does not exist.
    ","10","test_a_customer_cannot_list_users","tests.api","2026-08-20","passed","2026-08-20","","test_authorization","",""
"DB-INT-003 - checked across every claim in the database.

    The per-claim test proves one claim was not double-paid. This proves *none*
    were, including every claim every other test in this run created. It costs one
    query and it is the check an auditor would ask for.
    ","5","test_no_claim_has_ever_been_paid_twice","tests.db","2026-08-20","passed","2026-08-20","","test_integrity","",""
"API-CLM-006.","8","test_filtering_by_amount_range_excludes_values_outside_it","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"API-CLM-010 / 011.","5","test_non_positive_amounts_are_rejected[zero]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"The action field is an enum, not free text.","15","test_an_unknown_action_is_rejected","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"Not even in CI, and this is the important one.

    A browser shares a machine with a compositor and a renderer, so a retry
    there answers a real question. An API or database test that fails
    intermittently is not flaky, it is **wrong** - a race, a shared-state
    assumption, a real product defect - and retrying it deletes the evidence.
    ","0","test_api_and_database_tests_are_never_retried[framework]","tests.framework","2026-08-20","passed","2026-08-20","","test_flakiness","",""
"Removing each field in turn, so no field is 'required' only in the docs.","6","test_every_required_field_is_actually_required[amount]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"","0","test_context_variable_is_restored_even_when_the_block_raises","tests.framework","2026-08-20","passed","2026-08-20","","test_logging_and_correlation","",""
"","1","test_github_actions_produces_a_link_back_to_the_run","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"Allure requires a FULL match, and a stack trace is never one line.

    Asserted for every pattern rather than for the one that was found broken:
    the next category somebody adds will be written by copying one of these, and
    a missing ``(?s)`` fails silently - the report keeps rendering, it simply
    stops classifying anything.
    ","0","test_every_pattern_can_match_across_a_multi_line_value[Test defect (the test itself raised)]","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"","1","test_enabling_the_database_without_a_password_is_an_actionable_error","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"API-CLM-013. The smallest possible step past the limit must fail.","4","test_one_cent_over_the_coverage_limit_is_rejected","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"An unbounded page size is a denial-of-service vector, not a convenience.","8","test_page_size_boundaries[size-zero]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"WITHDRAWN is terminal - reached by DELETE, and a dead end thereafter.","27","test_a_withdrawn_claim_accepts_no_transition[reject]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"API-CLM-003.

    Scoped to the seeded corpus, which no test mutates and no worker adds to.

    Sorting by a stable key is necessary but **not sufficient**: references are
    random, so a claim another worker creates can insert anywhere in the ordering
    and shift the page boundary. Only an isolated data set makes page contents
    deterministic under parallel execution. The browser version of this test
    failed ~50% of the time at `-n 4` before this was understood.
    ","14","test_paging_returns_different_claims_on_each_page","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"UI-CLM-005.

    The rendered values are read back and compared against their own sorted order,
    rather than spot-checking the first and last row - a spot check passes happily
    on a list that is wrong in the middle.
    ","211","test_sorting_by_amount_orders_the_visible_rows[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claims_list","",""
"Fail at session start with a clear message, not mid-run as a mystery.","1","test_out_of_range_values_fail_fast[HTTP_TIMEOUT_SECONDS--1]","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"","1","test_slug_is_stable_for_the_same_node_id","tests.framework","2026-08-20","passed","2026-08-20","","test_artifacts","",""
"UI-AUTH-005 - the browser redirects where the API would return 401.

    Same rule, two presentations: an API client gets a status code it can act on,
    a person gets a page they can use. Asserting the ``next`` parameter matters
    too - losing it sends the user to the dashboard after signing in instead of
    back to the page they actually wanted.
    ","60","test_an_anonymous_visitor_is_redirected_to_sign_in[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_login","",""
"Who decided is as auditable as what was decided.","45","test_the_approving_actor_is_recorded_on_the_claim","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"DB-PAY-002 - the double-payout guard, checked where the money lives.

    The API test proves the second attempt returns ``409``. That is not the same
    statement as ""no second row was written"": a handler could insert and then fail
    on a later step, returning an error while the money had already been recorded
    twice. Only counting rows settles it.
    ","68","test_a_second_payment_attempt_creates_no_second_payout","tests.db","2026-08-20","passed","2026-08-20","","test_audit_and_payouts","",""
"API-AUTHZ-002 - self-approval would be the most obvious fraud path there is.","38","test_a_customer_cannot_approve_their_own_claim","tests.api","2026-08-20","passed","2026-08-20","","test_authorization","",""
"DB-CLM-005 - the decision is attributable to a real person.

    ``decided_by_id`` is resolved back to a user row rather than merely checked
    for non-null: a foreign key that pointed at a deleted or wrong user would pass
    a null check and fail an audit.
    ","43","test_the_approving_actor_is_recorded_against_the_claim","tests.db","2026-08-20","passed","2026-08-20","","test_claim_persistence","",""
"The point of the module, asserted directly.

    ``Pacific/Kiritimati`` (UTC+14) and ``Etc/GMT+12`` (UTC-12) are the extremes:
    a local date can be a full day either side of the UTC one. If ``today_utc()``
    ever moved with the process timezone, these two would disagree and the
    application-versus-runner mismatch would be back.

    ``time.tzset`` does not exist on Windows, so the strict form of this check
    only runs where the platform can actually change zones - and it is asserted
    rather than skipped silently, because a test that quietly does nothing is
    worse than one that is not there.
    ","1","test_the_answer_does_not_move_with_the_process_timezone[Etc/GMT+12]","tests.framework","2026-08-20","passed","2026-08-20","","test_clock","",""
"An empty attachment reads as a bug in the framework; a sentence does not.","1","test_an_empty_recording_says_so_rather_than_rendering_nothing","tests.framework","2026-08-20","passed","2026-08-20","","test_recording","",""
"","0","test_empty_directories_are_pruned_but_evidence_is_kept","tests.framework","2026-08-20","passed","2026-08-20","","test_artifacts","",""
"API-STATE-001 - each documented edge, exercised in isolation.

    Driven from the same table that generates the negative matrix, so the positive
    and negative sets can never drift apart from each other.
    ","29","test_every_published_transition_is_accepted[SUBMITTED-start_review-UNDER_REVIEW]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"","1","test_non_http_urls_are_rejected[ftp://localhost]","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"The control from ADR 0003, tested rather than assumed.

    Every claim this framework makes about not writing to the database rests on
    this. An untested safety control is a belief, and beliefs about permissions
    are wrong surprisingly often - a well-meaning ``GRANT ALL`` during an incident
    is all it takes.

    The failure is raised as a ``DatabaseError``, not an ``AssertionError``,
    because being refused is the framework working correctly rather than the
    product misbehaving.
    ","2","test_the_qa_role_cannot_modify_anything[update]","tests.db","2026-08-20","passed","2026-08-20","","test_integrity","",""
"The paired positive case. Without it, an API refusing everyone would pass.","16","test_the_owner_can_read_their_own_claim","tests.api","2026-08-20","passed","2026-08-20","","test_authorization","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","45","test_illegal_transitions_are_refused[SUBMITTED-cannot-approve]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"","55","test_creating_a_claim_records_its_first_audit_event","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"UI-CLM-008 - the staff half of the workflow.

    Arranged to SUBMITTED through the API; the review and approval steps are the
    part under test and are done in the browser.
    ","339","test_an_adjuster_can_review_and_approve[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claim_workflow","",""
"E2E-004 - a delete in the interface is a soft delete in storage.

    The browser and the API both stop offering the claim as actionable. Only the
    database can show the row is still there, with its history intact - which is
    what a regulator would ask for, and what a hard delete would have destroyed.
    ","326","test_a_claim_withdrawn_in_the_browser_survives_in_the_database[chromium]","tests.e2e","2026-08-20","passed","2026-08-20","","test_claim_lifecycle","",""
"A backslash is an escape character in .properties, so it must be doubled.

    Without this, ``C:\repo\artifacts`` renders as ``C:repoartifacts`` - a value
    that looks like a path, is not one, and gives no clue that anything was lost.
    ","1","test_windows_paths_survive_the_properties_format","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"An unbounded page size is a denial-of-service vector, not a convenience.","8","test_page_size_boundaries[size-minimum]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","74","test_illegal_transitions_are_refused[PAID-cannot-submit]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"API-CLM-005 - and a demonstration of parallel-safe searching.

    The search term is the unique marker embedded in this test's own description,
    so the assertion ""exactly one result"" holds no matter what other workers are
    creating at the same moment.
    ","15","test_searching_finds_a_claim_the_test_created_itself","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"API-CLM-015.

    Silently rounding money is the defect being guarded against. If the API
    accepted 1.005 and stored 1.01, the customer's records and the insurer's would
    disagree by a cent per claim - and nobody would notice until reconciliation.
    ","6","test_amounts_with_more_than_two_decimal_places_are_rejected_not_rounded[three-decimals-rounds-up]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"","1","test_per_test_log_captures_only_its_own_window","tests.framework","2026-08-20","passed","2026-08-20","","test_logging_and_correlation","",""
"A service that is already up must cost nothing - the case that runs most.","0","test_returns_immediately_when_already_ready","tests.framework","2026-08-20","passed","2026-08-20","","test_readiness","",""
"","1","test_polls_until_the_service_comes_up","tests.framework","2026-08-20","passed","2026-08-20","","test_readiness","",""
"API-AUTH-004.

    Asserting *which* field was rejected, not merely that something was. A test
    that only checks for 422 passes even when the API rejects the wrong field.
    ","3","test_malformed_login_payloads_are_rejected_by_field[password-missing]","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"API-CLM-003.","12","test_listing_claims_returns_a_page_with_metadata","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"This dict is attached to every report; these keys are what people look for.","1","test_masked_block_answers_which_environment_this_run_targeted","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"DB-CLM-002 - exact equality on a Decimal, all the way to storage.

    ``0.1 + 0.2 != 0.3`` stops being a curiosity when the value is a payout. This
    asserts equality rather than closeness, which is only possible because the
    column is NUMERIC and psycopg returns Decimal. The moment anything in the
    chain becomes a float, the strongest available assertion drops to ""close
    enough"" - and a cent-per-claim discrepancy becomes invisible.
    ","14","test_money_is_stored_exactly","tests.db","2026-08-20","passed","2026-08-20","","test_claim_persistence","",""
"An unbounded page size is a denial-of-service vector, not a convenience.","6","test_page_size_boundaries[size-above-maximum]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"The taxonomy the framework already raises is the taxonomy the report uses.

    Keying on exception types rather than on message wording is what makes this
    survive: messages get reworded, ``ServiceNotReadyError`` does not.
    ","0","test_environment_failures_are_recognised_by_exception_type[claimdesk_qa.core.exceptions.ServiceNotReadyError: ClaimDesk at ... not ready-True]","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"","0","test_jenkins_is_recognised_too","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"API-CLM-010 / 011.","5","test_non_positive_amounts_are_rejected[zero-decimals]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","42","test_illegal_transitions_are_refused[REJECTED-cannot-pay]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"API-CLM-016 - all four edges of the accepted range.","59","test_description_length_boundaries[exactly-minimum]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"Calling it twice must not double every line - conftest can be imported twice.","0","test_configure_logging_is_idempotent","tests.framework","2026-08-20","passed","2026-08-20","","test_logging_and_correlation","",""
"API-CLM-018. Malformed input is 422; well-formed-but-absent is 404.","5","test_a_malformed_identifier_is_a_validation_error[uuid-one-char-short]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"A password rendered as plain text is a real finding in a shared office.","80","test_the_password_field_masks_input[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_login","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","46","test_illegal_transitions_are_refused[UNDER_REVIEW-cannot-submit]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"API-CLM-016 - all four edges of the accepted range.","9","test_description_length_boundaries[one-above-maximum]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"This is what keeps every xdist worker writing into ONE run directory.","0","test_run_id_is_taken_from_the_environment_when_present","tests.framework","2026-08-20","passed","2026-08-20","","test_artifacts","",""
"API-AUTH-004.

    Asserting *which* field was rejected, not merely that something was. A test
    that only checks for 422 passes even when the API rejects the wrong field.
    ","4","test_malformed_login_payloads_are_rejected_by_field[pw-empty]","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"Ownership restricts customers, not staff - adjusters must see every claim.","15","test_staff_can_read_any_customers_claim","tests.api","2026-08-20","passed","2026-08-20","","test_authorization","",""
"Layer plus intent markers arrive together; only the layer decides.","0","test_a_mixed_marker_set_still_resolves","tests.framework","2026-08-20","passed","2026-08-20","","test_flakiness","",""
"The point of the module, asserted directly.

    ``Pacific/Kiritimati`` (UTC+14) and ``Etc/GMT+12`` (UTC-12) are the extremes:
    a local date can be a full day either side of the UTC one. If ``today_utc()``
    ever moved with the process timezone, these two would disagree and the
    application-versus-runner mismatch would be back.

    ``time.tzset`` does not exist on Windows, so the strict form of this check
    only runs where the platform can actually change zones - and it is asserted
    rather than skipped silently, because a test that quietly does nothing is
    worse than one that is not there.
    ","1","test_the_answer_does_not_move_with_the_process_timezone[Asia/Kolkata]","tests.framework","2026-08-20","passed","2026-08-20","","test_clock","",""
"API-AUTH-006. Every malformed shape must land on 401, never 500.","3","test_malformed_authorization_headers_are_rejected[double-space]","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"DB-AUDIT-002 - each row's ``from_status`` matches the previous ``to_status``.

    A gap means a state change happened that nobody recorded. Asserting the list
    of statuses alone would not catch it: the endpoints could be right while a
    step in between went unlogged.
    ","50","test_the_audit_chain_has_no_gaps","tests.db","2026-08-20","passed","2026-08-20","","test_audit_and_payouts","",""
"Regression test. Logging must never be able to fail or swallow a line.

    The formatter references %(request_id)s. When the filter lived on the logger
    instead of on the handlers, records emitted through a CHILD logger reached the
    parent's handlers via callHandlers without ever passing the parent's filters -
    so request_id was missing, the formatter raised KeyError, and the line
    vanished. Nothing failed loudly; the log was simply empty.
    ","0","test_a_record_from_a_child_logger_still_reaches_the_file","tests.framework","2026-08-20","passed","2026-08-20","","test_logging_and_correlation","",""
"DB-PAY-003 - approval is not payment.

    A payout row created at approval time would mean money recorded as leaving
    before anyone authorised it to.
    ","37","test_an_unpaid_claim_has_no_payout","tests.db","2026-08-20","passed","2026-08-20","","test_audit_and_payouts","",""
"API-CLM-020. A claim cannot be made for an incident that has not happened.","4","test_invalid_incident_dates_are_rejected[impossible-month]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"Sort parameters are an allow-list, never a passthrough to a column name.

    A sort parameter interpolated into SQL is a classic injection point, and one
    that leaks data even without injection: sorting by a column you cannot see
    still reveals its ordering.
    ","7","test_sorting_by_an_unpermitted_field_is_rejected[sql-injection-attempt]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"An empty result is a valid answer; 404 here would be wrong.","7","test_a_search_matching_nothing_returns_an_empty_page_not_an_error","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"pytest_configure runs before allure-pytest has created anything.","1","test_the_results_directory_is_created_if_it_does_not_exist","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"UI-FORM-002.

    Asserts the message is *visible*, not merely present in the DOM. An error
    rendered inside a collapsed container is invisible to the user and therefore
    does not exist as far as the product is concerned.
    ","118","test_invalid_amounts_are_rejected_with_a_visible_message[chromium-not-a-number]","tests.ui","2026-08-20","passed","2026-08-20","","test_claim_form","",""
"Node ids contain '/', ':' and brackets; a header value must not.","1","test_request_id_is_safe_as_an_http_header_value","tests.framework","2026-08-20","passed","2026-08-20","","test_logging_and_correlation","",""
"DB-CLM-004 - the assertion only the database can make.

    The API test proves a withdrawn claim reports ``WITHDRAWN``. It cannot prove
    the row was not physically deleted and re-created, nor that a hard delete did
    not take the audit trail with it. This can.
    ","21","test_withdrawing_a_claim_is_a_soft_delete","tests.db","2026-08-20","passed","2026-08-20","","test_claim_persistence","",""
"UI-FORM-004. A claim cannot be filed for an incident that has not happened.","159","test_a_future_incident_date_is_rejected[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claim_form","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","22","test_illegal_transitions_are_refused[SUBMITTED-cannot-pay]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","21","test_illegal_transitions_are_refused[DRAFT-cannot-reject]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"A performance fix must not quietly become a security regression.","0","test_the_shared_context_still_verifies_certificates","tests.framework","2026-08-20","passed","2026-08-20","","test_tls","",""
"","1","test_run_ids_sort_chronologically_and_do_not_collide","tests.framework","2026-08-20","passed","2026-08-20","","test_artifacts","",""
"The negative half of filtering, which most suites skip.

    Proving a filter *shows* matching rows says nothing about whether it *hides*
    the rest. This creates a DRAFT claim and asserts it does not appear under PAID.
    ","142","test_a_new_claim_is_absent_from_a_non_matching_status_filter[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_claims_list","",""
"API-CLM-020. A claim cannot be made for an incident that has not happened.","5","test_invalid_incident_dates_are_rejected[wrong-format]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"Locally a flake should be reproduced - the developer is right there.","1","test_browser_tests_are_retried_once_in_ci_only[ui]","tests.framework","2026-08-20","passed","2026-08-20","","test_flakiness","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","35","test_illegal_transitions_are_refused[UNDER_REVIEW-cannot-pay]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"Proves the correlation chain works end to end.

    The framework sends X-Request-Id derived from this test's node id; the
    application echoes it and writes it to its own log. That is what lets a CI
    failure be traced to exact server-side requests with one grep.
    ","4","test_the_correlation_id_is_echoed_back","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"UI-AUTH-002.

    Asserts the user stays on the login page as well as seeing the error. An
    application that showed an error *and* signed you in anyway would satisfy a
    message-only assertion.
    ","290","test_signing_in_with_a_wrong_password_shows_an_error[chromium]","tests.ui","2026-08-20","passed","2026-08-20","","test_login","",""
"Sort parameters are an allow-list, never a passthrough to a column name.

    A sort parameter interpolated into SQL is a classic injection point, and one
    that leaks data even without injection: sorting by a column you cannot see
    still reveals its ordering.
    ","6","test_sorting_by_an_unpermitted_field_is_rejected[unknown-field]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"API-STATE-005 - every combination that is not a published edge.

    Uses the administrator-capable actor so a refusal can only be about the
    claim's *state*, never about the caller's role. Role restrictions are proved
    separately in test_authorization.py; mixing the two would make a failure here
    ambiguous.
    ","58","test_illegal_transitions_are_refused[PAID-cannot-approve]","tests.api","2026-08-20","passed","2026-08-20","","test_state_machine","",""
"An embedded newline would end the entry early and corrupt the file.","0","test_a_newline_cannot_break_the_next_entry","tests.framework","2026-08-20","passed","2026-08-20","","test_allure_support","",""
"API-AUTHZ-004 - the limit is inclusive.","122","test_an_adjuster_may_approve_up_to_and_including_the_limit[far-below-limit]","tests.api","2026-08-20","passed","2026-08-20","","test_authorization","",""
"Unbounded input is unbounded work for the database.","5","test_an_oversized_search_term_is_rejected","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
"API-AUTHZ-005.

    Also asserts the claim did **not** move. A refusal that still changes state is
    worse than no refusal at all, and a test that only checks the status code
    would miss it entirely.
    ","36","test_an_adjuster_may_not_approve_above_the_limit[far-above-limit]","tests.api","2026-08-20","passed","2026-08-20","","test_authorization","",""
"API-AUTH-002.","65","test_login_with_the_wrong_password_is_rejected","tests.api","2026-08-20","passed","2026-08-20","","test_auth","",""
"CI injects real variables; they must win over a file left on disk.","1","test_real_environment_beats_the_dotenv_file","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"Reproducing a failure means using the number you were given, unmodified.","0","test_a_configured_seed_is_used_exactly","tests.framework","2026-08-20","passed","2026-08-20","","test_flakiness","",""
"","1","test_non_http_urls_are_rejected[  ]","tests.framework","2026-08-20","passed","2026-08-20","","test_settings","",""
"API-CLM-007.

    The order is recomputed in Python and compared, rather than spot-checking the
    first and last rows - a spot check passes on a list that is wrong in the
    middle.
    ","12","test_sorting_orders_the_results[incident-date-ascending]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"Guards the assumption every filter and sort test above depends on.

    If the seed changes, this one obvious test fails instead of a dozen confusing
    ones.
    ","7","test_the_seeded_corpus_is_present_for_the_list_tests","tests.api","2026-08-20","passed","2026-08-20","","test_claims_crud","",""
"API-CLM-020. A claim cannot be made for an incident that has not happened.","4","test_invalid_incident_dates_are_rejected[empty]","tests.api","2026-08-20","passed","2026-08-20","","test_claims_validation","",""
